ивнин	295
ынкъам	276
чама	238
вынэ	232
ымы	226
эвын	219
лыгэн	212
с	212
ытръэч	196
нэмэ	182
вай	180
ии	141
ынкы	137
ынқэн	131
энмэч	131
қынвэр	121
эвыр	117
ынан	117
колё	113
иквъи	101
виин	91
аны	89
нақам	87
о'мрыңа	87
итык	86
ванэван	85
қол	83
тумгытум	82
ярак	81
ңэвысқэт	79
ытлён	79
ивнинэт	78
нақам	77
ымыльо	76
гым	74
о'мрыңана	71
ынңин	70
ынпыңэв	68
ынңин	68
тыңэсқын	67
ңэвъэн	66
лыгэн	66
рай	66
колё	65
чит	65
вальын	64
чинит	63
ытлыгын	61
люур	61
қол	61
эквэтгъи	60
ынқо	60
ңан	58
а'мын	56
вытку	55
энмэн	54
а'мын	51
қырым	51
эчги	51
гыт	50
пэнин	49
киткит	48
гымнин	48
қытлыги	48
ңэлвыл	47
рэмкын	46
нэмықэй	45
рыпэт	45
епэчгин	45
опопы	44
қынур	44
вальыт	43
қонпың	43
льунин	42
ынръам	42
ы'ттъыт	40
лыгэным	40
ымың	39
ыныкит	38
лыгэнэвыр	38
ынңэ	38
эргатык	38
уйңэ	38
э'ми	37
қутти	37
кита	37
тыңэсқынэ	37
еп	37
нэмықэй	37
рээн	37
нивқин	36
ынпыначгықай	36
эвиръыт	36
эқылпэ	36
чоттагнык	36
гымнан	35
рэсқиквъи	35
чоттагнэты	34
а'мыным	34
қэлюқым	34
очнэн	33
эты	33
ңэвъэн	33
ынин	33
ээй	33
қутти	32
қaқa	32
гынан	31
эқылпэ	31
ңытогъэ	31
миңкри	31
этъым	30
миңкыри	30
э'ми	30
авъеткынка	30
ңэвысқэтэ	30
рыннин	30
ынпыңэвэ	30
итгъи	30
ытлыгэ	30
ръэнут	30
нивын	29
э'тки	29
ынқэн	29
ңэвысқэтти	29
ңэвъэнэ	29
ңирэқ	29
амынан	29
қлявыл	29
ңэвысқэтэ	29
эвыт	29
вальын	29
қонпы	29
қун	29
ңавэтынва	29
иа'м	28
лыги	28
како	28
люрэқ	28
мури	28
ңэвъэнэ	28
қытгъи	28
нытвақэн	27
қынур	27
вэты	27
мачынан	27
пынлёнэн	26
мэчынкы	26
чакыгэт	26
ынңэ	26
въэйиръыльын	26
ынрақ	26
ынык	26
ңытоэ'	26
тэгмэчынкы	26
а'ачек	25
ытри	25
кэйңын	25
эвыным	25
кыкэ	25
пыкиргъэт	25
қырым	25
вэлет	25
ымыльо	24
эквэтгъэт	24
варкын	24
татлыгнэн	24
э'тки	24
ытля	24
вак	24
қэлюқ	24
ынйив	24
миңкри	24
ынқоры	24
янот	24
қэглынангэт	23
люур	23
ңээкык	23
қэлюқ	23
ы'ттъықэқэгти	23
қэйвэ	23
қынвэр	23
а'ачеққай	22
пыкиргъи	22
гэнъэтлин	22
йытонэн	22
иңқун	22
нинэлгықин	22
пынлёнэн	22
унмык	22
қэйвэ	22
нэнэнэт	22
чьовыргын	22
нинивқин	22
гэмо	21
алымы	21
а'тав	21
йъарат	21
плекыт	21
а'лялёйңын	21
вэчьым	21
ңээкык	21
қэлюқым	21
нычимгъуқин	21
ынқъом	21
игыр	21
иа'м	21
пыкирык	20
ярагты	20
ытръэчым	20
нивқинэт	20
а'ачекыт	20
рывиривнин	20
ытлеңи	19
ынпыначгын	19
иквъэт	19
ейвэчу	19
тэкичгыт	19
ралкогты	19
мургин	19
нъэлгъи	19
қэмэңы	19
вагыргын	18
э'қэльыт	18
гынин	18
эръэт	18
ңинқэй	18
ы'вэқучитэ	18
ңаргын	18
э'қэльэ	18
а'м	18
пэнинэмил	17
ынңатал	17
плыткук	17
тумгынынэ	17
қэтэв	17
ңэнку	17
вэнлыги	17
ңавэтын	17
митъэлыги	17
ытльата	17
гымык	17
а'ачека	17
э'птэ	17
қача	17
йъонэн	17
рэсқиквъи	17
нықалялвынвэтгавқэн	16
яраңы	16
қэглынангэтым	16
қытлыги	16
кукэңы	16
пиринин	16
–	16
ынпыначгықая	16
ытлыгын	16
мэчичьу	16
ытлён	16
умқы	16
қэйңун	16
ңинқэй	16
ңоонко	16
тэленъеп	16
у'вэқуч	16
итыкым	16
ынңаталым	16
қынвэрэвыр	16
ивкэ	16
тургин	15
вэлер	15
ыннэн	15
тумгыт	15
қымэл	15
қымэлым	15
ыргынан	15
микынэ	15
ети	15
чымче	15
ынрақым	15
қутынэ	15
нинэгитэқин	15
янор	15
қача	15
кытэ	15
мэрынрэ	15
алымы	15
янра	15
ңаргыногты	14
рэймэвнин	14
миңкы	14
ынйивңэв	14
вама	14
қынвэрым	14
эймэквъи	14
ынқорыым	14
ынйивэ	14
яал	14
таңымыльо	14
панэна	14
гик	14
ынпыначга	14
намңылёгъан	14
льэлеңкин	14
кэнэқучи	14
рэлкун	14
нинивқин	14
ипэ	14
нытвақэнат	14
чамъам	14
уйңэ	14
рагтыгъэ	13
ынқоры	13
рэлку	13
йъэлгытомгыт	13
тыңэңңы	13
қэпыл	13
қамэтвама	13
вэтгавыльын	13
ынқэнат	13
қолым	13
ңэнри	13
ытлыгэ	13
ээк	13
нылеқин	13
ңинқэгти	13
ңээккэқэй	13
етгъи	13
льунин	13
тыттэтгъи	13
въигъи	13
қутырык	13
титэ	13
ымыльэты	13
китақун	13
нымытвак	13
энмэчым	13
э'птэ	13
гитэнин	12
пыгпыг	12
рытрилнинэт	12
рэқын	12
кынмэк	12
нутэнут	12
қэпэр	12
пэтле	12
нывэтгавқэн	12
рывиривнинэт	12
э'квырга	12
варкыт	12
ңутку	12
эқэлюқ	12
ээкэт	12
нитқин	12
гатвален	12
тури	12
аръаля	12
ратвынэнат	12
нывэтгавқэнат	12
қоныры	12
аңқы	12
рэльын	12
чакэтта	12
мэй	12
эрмэчьын	12
ы'ттъэ	12
ңэвысқэт	12
эви	12
қунлелю	12
қунлелюнэ	12
эченур	12
рымнин	12
пойгын	12
ёнэнат	12
ныкитэ	12
ы'вэқуч	12
рытрилнин	12
моллынто	11
ңаргын	11
тытыл	11
гыныкы	11
амалваң	11
инъэ	11
ырык	11
о'равэтльан	11
нивынэт	11
қэйықын	11
кымиңын	11
этлы	11
гэтчылин	11
йыққэй	11
нылгықин	11
мэңин	11
ынпыначгыт	11
экык	11
эргатыкым	11
ынанкэн	11
тыляма	11
ңаргынэн	11
рэқокалгын	11
гынмыл	11
нылеқин	11
айвэ	10
тэленъеп	10
ңотқэн	10
вайым	10
евъев	10
о'мйъаяқ	10
татлыгнэнат	10
гынык	10
рагтыгъат	10
қлявылтэ	10
нинивқинэт	10
ңанқэн	10
тэлвэ	10
нъэлгъи	10
нытвақэн	10
пипиқылгықэй	10
кынмал	10
ээй	10
о'раярагты	10
рытчынин	10
аграк	10
нивқинэт	10
ңинқэгти	10
лыгиин	10
нитчықин	10
пкитльэн	10
гэлгылин	10
мимыл	10
тыляма	10
кытыйгын	10
мэңин	10
кымиңыт	10
ынқэната	10
нитқин	10
мэвын	10
риқукэтэ	10
льэлеңкы	10
мэйңэтгъи	10
ратвынэн	10
имырэқык	9
ынқэната	9
нылгықинэт	9
аңқачормэты	9
э'чуулгын	9
пойга	9
гымнинэт	9
тыттэңэт	9
лыги	9
моргынан	9
о'равэтльат	9
рэлку	9
орвытараңык	9
ёнэн	9
имыръэнут	9
ңилгыт	9
қутгъи	9
қлявыл	9
нылгықин	9
гырголягты	9
кымиңыт	9
чиниткин	9
иниквъи	9
нэльугъэн	9
мэңқо	9
мынылқынмык	9
ынйивңэвэ	9
вальыт	9
ии	9
аңқайпы	9
ыргин	9
йытонэнат	9
яраңы	9
нынъэлқин	9
тытлёмнэн	9
тымнэн	9
чеңэт	9
нымнымык	9
айылго	9
қамэтвак	9
о'тчой	9
мэмылтэ	9
нывакъотвақэн	9
панэнагты	9
нақамым	9
мэңқо	9
миңкриқун	9
ытля	9
қиквын	9
алвавкыльэн	9
леңытэқ	9
етъаң	9
этын	9
эмқэлелвынэ	9
рырыткунин	9
лыңык	9
чеэкэй	9
ңэвъэнйыръын	9
ээкэк	9
гыргол	8
аңқачормык	8
тэнңу	8
нэнэны	8
эйъым	8
мытив	8
этъопэл	8
ңилгын	8
қэмиплыткук	8
қақа	8
тумгин	8
қэйңун	8
нутэсқын	8
йичьэмиттумгын	8
ако	8
гитэк	8
тықэсқын	8
кэнэқучинэ	8
гэнъэллин	8
нэлгын	8
тумык	8
выёльо	8
ңирэргэри	8
ңытогъат	8
юрэқ	8
ымыльэты	8
таам	8
ңалгылегты	8
кэйңэ	8
ңэвъыттъықэй	8
нықамэтвақэн	8
пэтле	8
чоттагын	8
э'чуулгынэ	8
лым	8
нэлгыгъэн	8
рыягнавкы	8
вакъоэ'	8
ганымытваленат	8
пэнрынэн	8
тэйкынин	8
гивлин	8
вагъэ	8
элек	8
ңэвысқэтти	8
лынъё	8
ёроңы	8
чавчыват	8
увик	8
қынвэт	8
нэмэлым	8
пыкэрыңок	8
кэлы	8
ы'вэқучитэ	8
эрэтгъи	8
укумэк	8
рэмкыльын	8
орвык	8
ытръэчтэгын	8
пыкиринэңу	8
пыкитльэн	8
амтымңэ	8
йымэнэнат	8
тэкичгэ	8
пкирык	8
йымнэнат	8
у'вэқучитэ	8
ңан	8
ңэвысқэтқэй	8
вэнлыги	8
қээқын	8
эвырым	8
лымңэ	8
лыңэ	8
нататлынын	7
рытык	7
нылеқинэт	7
амыргынан	7
йигйит	7
гэлелин	7
эмэлкэ	7
нутэсқын	7
қаматкынык	7
яңак	7
эчвэра	7
лыгэнитык	7
гыто	7
пынлёнэнат	7
умқэнэлгын	7
эплеэн	7
рыпкирэннин	7
ныпалёмтэлқэн	7
эмчимгъутэ	7
нымэйыңқин	7
пыгпыгчыко	7
ңытоа'т	7
йылқэтгъи	7
ныппылюқин	7
орвытараңэты	7
рэпалгыткынык	7
нэлгыт	7
вэтгыры	7
омрыңа	7
қытгъэт	7
ы'твъэт	7
чывинин	7
энмэным	7
нивқин	7
ынкэгйит	7
яракэн	7
румкэвнин	7
гэнъэтлинэт	7
чотыквыткынык	7
лымңэ	7
яйвачгыргын	7
қулиқул	7
гакоргавлен	7
нымңылтэлқэн	7
вусқымчыку	7
энэтрон	7
ытльата	7
гыткат	7
етти	7
нымным	7
гэвулқытвилин	7
пиңкугъи	7
яаё	7
ынқэным	7
нырэқигыт	7
ңалгыл	7
гок	7
имтик	7
гэвэты	7
нинэгитэқин	7
румкэвнинэт	7
ңээккэтэ	7
аплёратвака	7
игыт	7
рэқэ	7
ныйъоқэн	7
э	7
йытийгот	7
ръэйипгэв	7
а	7
эмчинъюргэ	7
ейвэл	7
ы'вэқуч	7
йыннин	7
ръылинин	7
кыеквъи	7
ярат	7
рыннинэт	7
рагтык	7
қорэн	7
қэмиплыткук	7
аплёратвака	7
йымнэн	7
ныппыльэв	7
колталгын	7
иик	7
рэи'	7
уққэмқэй	7
э'квыргаым	7
вачақ	7
йымэнэн	7
турык	7
айвэкэн	7
ытлёным	7
эмэлкэ	6
нынқэвивқинэт	6
авэлёқаткыльэн	6
таляңкы	6
қымэл	6
ранъёчгын	6
ынңъэм	6
қлявыля	6
нымкықин	6
винвэ	6
э'леқуйым	6
миңкэкинэйгыт	6
ңыроча	6
ңэгны	6
ынпыңэвқэй	6
пынлёгъэ	6
иръын	6
ңаан	6
ыннээн	6
мэгчерыткома	6
ынинэт	6
у'рэквъи	6
иргъи	6
эйычгин	6
гытым	6
ытлывъёқай	6
тиркытир	6
нинэткуқинэт	6
чикинъэ	6
еттык	6
льук	6
ы'твыльыт	6
ачыгнэн	6
ымыльорык	6
лёльот	6
э'қэльыт	6
қырымэн	6
ляйвыма	6
қунлелюнти	6
ярайпы	6
эмиче	6
тытлык	6
очыткоэ'	6
итыкэвын	6
айколятгъэ	6
йъэлыги	6
пэнъёлгык	6
и'гыт	6
вачақым	6
кыевкы	6
рээ'т	6
лым	6
рыюльын	6
амқынэргатык	6
тапқаткынэты	6
лыгнин	6
имыт	6
кыткыткэн	6
аймак	6
қунлелюрык	6
нагтоа'н	6
атчьатгъэ	6
c	6
гымыкы	6
йылнин	6
иңқун	6
яагты	6
мараквыргын	6
пкиргъэт	6
аңқак	6
тумгиинэ	6
ёроқай	6
қлявыля	6
нотайкоч	6
левыт	6
паагъэ	6
рэсқиквъэт	6
қытгъи	6
гэңэвъэнэ	6
миңкыриым	6
қамэтваа'т	6
мынгэпы	6
кытлыги	6
ымъылёңэт	6
вагъат	6
ңыроқ	6
оккой	6
рывэнтэннин	6
кыеквъэт	6
аңқаткынык	6
ов	6
мурык	6
нинэгитэқинэт	6
гыым	6
ытчай	6
қутырык	6
льалянрон	6
ыттэ	6
ынпыянва	6
тэйңэт	6
нынымытвақэнат	6
винвыт	6
кынмагты	6
йъаратым	6
ивык	6
оок	6
чимгъугъи	6
ңавэтынвэты	6
ңирэргэри	6
рачвыңкы	6
нэносқэн	6
тайкыё	6
рачымчыт	6
рагтыэ'	6
муллымул	6
кыкватъолтэ	6
гэчевкы	6
нылвавқэн	5
гэпкитлин	5
а'ачеққая	5
ранмычыңкы	5
қамэквыткынык	5
қинэйылгытык	5
мытқымыт	5
рук	5
ңалгыл	5
нытэйкықинэт	5
ывэран	5
вулқытвик	5
кыткытык	5
ңээккэқэй	5
қаанты	5
нымытвальыт	5
нэтчын	5
гытамо	5
ытлывэ	5
гымнанчинит	5
ик	5
антока	5
очыткогъэ	5
ңалвыльийңын	5
вакъогъэ	5
нымкықин	5
тыңэсқырык	5
қуттиым	5
рырыраннэн	5
ръэв	5
яатрылга	5
элекин	5
кивык	5
нинэгйипқин	5
амноңэты	5
лылет	5
нықамэтвақэнат	5
рэнъэлы	5
ы'твыльын	5
ынкыри	5
энатыёнэн	5
амъатав	5
эчвэрагыргын	5
тықэсқынэ	5
ивтыл	5
яачы	5
лымэвыр	5
қылқытги	5
йыръэннин	5
увэлельыт	5
қытваркын	5
вэнтыгъи	5
чымқык	5
ыннаны	5
ңутку	5
қунлелюн	5
пытқылым	5
рэтың	5
ваңэк	5
айгыпы	5
кытамчачго	5
памъят	5
йыннэн	5
тылян	5
йъок	5
нэвысқэтти	5
нинэвинрэтқин	5
янотым	5
нанмыгъан	5
ытлывъёта	5
ңаным	5
ныёқэнат	5
вэтгавык	5
ңыток	5
вайыңқэн	5
а'ткэвма	5
қыгитэ	5
морыкы	5
қэльо	5
муульыт	5
тырэтын	5
ывэқучитэ	5
чекыяакэнайгым	5
чывиткунинэт	5
найъогъан	5
нықэвъячатқэнат	5
яральыт	5
ыпаттъылқылтэ	5
лейвыльын	5
эвыча	5
а'ачекымкын	5
плевыт	5
ынанъаёк	5
тыңэсқынин	5
плыткуи'	5
гамгач	5
ңоот	5
ратан	5
ярақай	5
қамэтваплыткок	5
ыныкы	5
ръарқат	5
ульивыт	5
ңаеты	5
валёмнэн	5
кэльэнпыңэвқэй	5
йыннинэт	5
льулқыл	5
эрмэчьэ	5
а'ачекэн	5
қаат	5
олвытвакыльэн	5
кыплынэн	5
галгат	5
пыкирыльын	5
ынқэнат	5
гэтленъютэ	5
тэкичгын	5
лыгнин	5
ңоон	5
қопалгын	5
вэтықун	5
плеккин	5
уққэмқэйынэ	5
ңавъанэты	5
ныкэтгуқин	5
вальа	5
торыкы	5
йылнин	5
чычаткына	5
иръыкин	5
пкиргъи	5
чейвэ	5
э'йңэвнин	5
пууръу	5
мэйңэтык	5
умқэтъуле	5
ңаанқэн	5
таңамынан	5
йильы	5
роолқыл	5
нэтчыгъэн	5
яңагты	5
кымиңэтык	5
тиңунин	5
выква	5
нынтықин	5
пэрэёлқыл	5
нэльунэт	5
қымэлым	5
ныпкирқин	5
гако	5
эвытым	5
лейвык	5
чотыквык	5
ңээккэт	5
рымагтэты	5
пытқылымңэ	5
чиниткинэт	5
ңэвынъюльыт	5
мэмылытъолтэ	5
этынва	5
